model,checkpoint,eng_acc,nld_acc,spa_acc,fra_acc,rus_acc,ita_acc,por_acc,tur_acc,ara_acc,deu_acc,eng_se,nld_se,spa_se,fra_se,rus_se,ita_se,por_se,tur_se,ara_se,deu_se,source_path
HPLT/hplt2c_deu_checkpoints,checkpoint_0034000,0.9103896103896104,0.7854997854997855,0.8063754427390791,0.8575353218210361,0.5446242171189979,0.6858952984328109,0.7296587926509186,0.6676234213547646,0.6930041152263374,0.9917319408181028,0.0102931302070887,0.0085018955284081,0.0078387449321901,0.0069243641256136,0.0080449007314148,0.008475745321786,0.0080446759214898,0.0112864383382695,0.0132326262057456,0.0018889650671513,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0034000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0035000,0.9207792207792208,0.782067782067782,0.8126721763085399,0.8485086342229199,0.5420146137787056,0.683894631543848,0.722769028871391,0.6647531572904707,0.6806584362139918,0.9917319408181028,0.0097331170752519,0.0085508990678689,0.0077402770676516,0.0071026818478473,0.0080485668959483,0.0084902856143392,0.0081079891536302,0.0113106737931429,0.0133753206007409,0.0018889650671513,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0035000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0036000,0.9285714285714286,0.7850707850707851,0.7985045257772531,0.8555729984301413,0.5433194154488518,0.6748916305435145,0.7244094488188977,0.6653272101033295,0.6921810699588478,0.9917319408181028,0.009281074907815,0.008508068885732,0.007957359999049,0.0069639079296631,0.0080467616290863,0.0085534803753084,0.008093134044465,0.0113058643226578,0.0132424817197657,0.0018889650671513,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0036000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0037000,0.9298701298701298,0.8043758043758044,0.8000787091696182,0.8638147566718996,0.5644572025052192,0.703567855951984,0.7168635170603674,0.6854190585533869,0.6872427983539094,0.9912967798085291,0.0092027431995396,0.0082161743598441,0.0079340246947178,0.0067947834948916,0.0080097355467918,0.0083392579855136,0.0081603479016956,0.0111255173830639,0.0133005812077776,0.001937612025428,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0037000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0038000,0.9168831168831169,0.7962247962247962,0.8051948051948052,0.8649921507064364,0.5448851774530271,0.6902300766922308,0.7250656167979003,0.6854190585533869,0.697119341563786,0.9921671018276762,0.00994846897167,0.0083430026297053,0.0078568491812124,0.0067699565424464,0.0080445218728063,0.0084436132180057,0.0080871537931995,0.0111255173830639,0.0131826037375631,0.0018389869167922,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0038000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0039000,0.9207792207792208,0.7966537966537967,0.8063754427390791,0.8520408163265306,0.5514091858037579,0.6752250750250083,0.7381889763779528,0.6572904707233066,0.6773662551440329,0.9930374238468234,0.0097331170752519,0.008336460801319,0.0078387449321901,0.0070339852184543,0.0080343257524317,0.0085512045190761,0.0079628816453864,0.0113714980938138,0.0134115364483836,0.001734573770326,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0039000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0040000,0.9311688311688312,0.7936507936507936,0.8162140889413617,0.8602825745682888,0.5600208768267223,0.6855618539513171,0.738517060367454,0.6590126291618829,0.7374485596707819,0.9934725848563968,0.0091234989178796,0.0083819485767108,0.0076834420260431,0.0068682506891079,0.0080187263594802,0.0084781813678299,0.0079596590308685,0.011357740467319,0.012623649551219,0.0016798617782598,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0040000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0041000,0.9324675324675324,0.8009438009438009,0.8146399055489965,0.8677394034536892,0.5548016701461378,0.677892630876959,0.7362204724409449,0.6894374282433984,0.7127572016460906,0.9926022628372496,0.0090433180729259,0.0082702328804987,0.0077088328449648,0.0067113546076886,0.0080284719229006,0.0085328194028827,0.0079820971020721,0.0110865880428556,0.0129809728800158,0.0017875659223447,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0041000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0042000,0.9233766233766234,0.8138138138138138,0.8189689098780008,0.8559654631083202,0.5417536534446764,0.6882294098032677,0.7414698162729659,0.6802525832376579,0.6979423868312757,0.994342906875544,0.0095857195448478,0.0080624144599436,0.0076384978086417,0.006956034533705,0.0080489212769379,0.008458550631637,0.0079303961862547,0.0111741512810584,0.0131724494722586,0.0015645510624166,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0042000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0043000,0.9324675324675324,0.8103818103818103,0.8225108225108225,0.8626373626373627,0.5521920668058455,0.6972324108036012,0.7319553805774278,0.6762342135476463,0.7160493827160493,0.990426457789382,0.0090433180729259,0.0081192086718431,0.007579741879459,0.0068194402838283,0.0080330084319825,0.0083898702026236,0.0080230291367574,0.0112108868989217,0.0129361414867906,0.0020312923491103,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0043000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0044000,0.9337662337662338,0.7996567996567997,0.8217237308146399,0.8763736263736264,0.5571503131524008,0.7092364121373791,0.7381889763779528,0.6791044776119403,0.7209876543209877,0.9908616187989556,0.0089621755275907,0.0082902568094299,0.0075928942379426,0.0065207943365496,0.0080241975142729,0.0082923435931012,0.0079628816453864,0.011184744050848,0.0128673017382357,0.001985025664476,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0044000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0045000,0.9363636363636364,0.8138138138138138,0.8150334513970877,0.8712715855572999,0.5521920668058455,0.7042347449149716,0.7444225721784777,0.6750861079219288,0.7152263374485597,0.9921671018276762,0.0087968985723868,0.0080624144599436,0.0077025048569134,0.0066345928078495,0.0080330084319825,0.0083338190827099,0.0079006629138467,0.0112212089763697,0.0129474284803543,0.0018389869167922,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0045000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0046000,0.9337662337662338,0.8078078078078078,0.8209366391184573,0.880690737833595,0.5581941544885177,0.7235745248416139,0.7378608923884514,0.6750861079219288,0.720164609053498,0.9917319408181028,0.0089621755275907,0.0081611386604645,0.0076059917988475,0.0064216862435226,0.0080222394490902,0.008166621609747,0.0079660985231068,0.0112212089763697,0.0128789088091922,0.0018889650671513,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0046000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0047000,0.9376623376623376,0.8108108108108109,0.8366784730421094,0.8763736263736264,0.5441022964509394,0.7142380793597866,0.7411417322834646,0.6779563719862227,0.7160493827160493,0.9921671018276762,0.0087127074080988,0.0081121652052387,0.007333286978585,0.0065207943365496,0.0080456517686251,0.0082496485188342,0.0079336707485067,0.0111952592083675,0.0129361414867906,0.0018389869167922,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0047000/all.csv
HPLT/hplt2c_deu_checkpoints,checkpoint_0047684,,,,,,,,,,,,,,,,,,,,,multiblimp/results/HPLT/hplt2c_deu_checkpoints/checkpoint_0047684/all.csv
HPLT/hplt2c_deu_checkpoints,main,0.935064935064935,0.8181038181038182,0.833530106257379,0.8748037676609105,0.5409707724425887,0.7189063021007003,0.7444225721784777,0.6756601607347876,0.7168724279835391,0.9908616187989556,0.0088800449189328,0.007989964772699,0.0073896890475031,0.0065561856105125,0.0080499710804447,0.0082086826667807,0.0079006629138467,0.0112160575581314,0.0129248014998734,0.001985025664476,multiblimp/results/HPLT/hplt2c_deu_checkpoints/main/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0001000,0.8376623376623377,0.6036036036036037,0.712711530893349,0.6452119309262166,0.5464509394572025,0.5321773924641547,0.6295931758530183,0.6756601607347876,0.6625514403292181,0.6840731070496083,0.01328919811934,0.0101314037763664,0.0089766368808741,0.0094784208174035,0.008042201941167,0.0091113049063842,0.0087470581626114,0.0112160575581314,0.0135651765871686,0.0096977178562422,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0001000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0002000,0.9467532467532468,0.6048906048906049,0.7016922471467926,0.6978021978021978,0.5472338204592901,0.578859619873291,0.6279527559055118,0.6722158438576349,0.671604938271605,0.7088772845953003,0.0080913242390921,0.0101257211003298,0.0090761836895439,0.0090972913867157,0.0080410118879955,0.0090159571101473,0.0087549778164761,0.0112466783749095,0.0134730868805627,0.0094765130391991,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0002000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0003000,0.9714285714285714,0.6490776490776491,0.7264856355765447,0.7335164835164835,0.5391440501043842,0.563187729243081,0.6519028871391076,0.6590126291618829,0.6954732510288066,0.7297650130548303,0.0060037977202763,0.0098851372937329,0.0088430331500115,0.0087587151468009,0.0080523428452759,0.0090570293263174,0.008628477709591,0.011357740467319,0.0132027621543331,0.0092637599952581,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0003000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0004000,0.9675324675324676,0.6542256542256543,0.7461629279811098,0.7605965463108321,0.5417536534446764,0.5911970656885629,0.6771653543307087,0.6722158438576349,0.6584362139917695,0.7354221061792864,0.0063872226148124,0.0098511976458369,0.0086336020393948,0.0084536189581356,0.0080489212769379,0.0089770760478039,0.008468957465907,0.0112466783749095,0.0136051904309839,0.0092017431258671,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0004000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0005000,0.977922077922078,0.661089661089661,0.755608028335301,0.783359497645212,0.5571503131524008,0.5978659553184394,0.6893044619422573,0.6750861079219288,0.6609053497942387,0.7645778938207136,0.0052952425884906,0.0098039582855709,0.0085249024260508,0.0081611370654006,0.0080241975142729,0.0089536291015374,0.0083823457754025,0.0112212089763697,0.01358131942679,0.0088503302515761,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0005000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0006000,0.977922077922078,0.6580866580866581,0.7540338449429359,0.7998430141287284,0.5508872651356994,0.5965321773924641,0.698490813648294,0.6670493685419059,0.6897119341563785,0.7758920800696257,0.0052952425884906,0.0098249065944822,0.008543400453677,0.0079266200667233,0.008035192787566,0.0089584558315734,0.0083123370052347,0.0112913230981824,0.0132717522989733,0.0086986979247027,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0006000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0007000,0.9805194805194806,0.6795366795366795,0.7721369539551358,0.8057299843014128,0.5490605427974948,0.6195398466155385,0.7339238845144357,0.6555683122847302,0.6551440329218107,0.7815491731940818,0.0049806155204665,0.009665503429344,0.0083211200140888,0.0078378678834753,0.0080381570313376,0.0088654539523725,0.0080042560909051,0.0113850895554887,0.013636381048723,0.0086194586031675,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0007000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0008000,0.9818181818181818,0.7082797082797083,0.7882723337268792,0.8218210361067504,0.5519311064718163,0.6198732910970324,0.7171916010498688,0.6779563719862227,0.7045267489711934,0.7867711053089643,0.004814917251844,0.0094148755285398,0.0081044699238154,0.0075808364917669,0.0080334497749856,0.0088639525370296,0.0081574846964389,0.0111952592083675,0.0130893984983882,0.0085442159538639,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0008000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0009000,0.9805194805194806,0.6778206778206778,0.7929948839039748,0.8383045525902669,0.555062630480167,0.6235411803934645,0.7165354330708661,0.6601607347876005,0.7061728395061728,0.79852045256745,0.0049806155204665,0.0096791027833384,0.0080375446725282,0.0072937369559138,0.0080280059557413,0.0088471435822822,0.0081632057766203,0.0113484761044048,0.0130681266584812,0.0083672644126153,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0009000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0010000,0.9857142857142858,0.6941226941226941,0.7804014167650531,0.8383045525902669,0.5383611691022965,0.6255418472824275,0.7201443569553806,0.6836969001148105,0.6979423868312757,0.7967798085291558,0.0042764277866421,0.0095437842569709,0.0082124258056677,0.0072937369559138,0.0080533260012842,0.0088377476460232,0.0081314750516728,0.0111419050763464,0.0131724494722586,0.0083941664347711,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0010000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0011000,0.987012987012987,0.7052767052767053,0.7855175127902401,0.8383045525902669,0.5474947807933194,0.6292097365788596,0.7293307086614174,0.6572904707233066,0.7102880658436214,0.7980852915578764,0.004080099069444,0.0094431277463989,0.0081427578900947,0.0072937369559138,0.0080406107440359,0.0088201027617964,0.00804774601367,0.0113714980938138,0.0130140452574106,0.0083740127811912,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0011000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0012000,0.987012987012987,0.7211497211497212,0.8134592680047226,0.8410518053375197,0.558455114822547,0.6355451817272424,0.7427821522309711,0.6664753157290471,0.679835390946502,0.8137510879025239,0.004080099069444,0.0092881051795985,0.0077277383944725,0.0072433498455002,0.008021744319584,0.0087883395971291,0.0079172397891336,0.011296188999334,0.0133844462327471,0.0081211522278178,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0012000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0013000,0.9805194805194806,0.697983697983698,0.8185753640299095,0.8575353218210361,0.5441022964509394,0.6565521840613537,0.7286745406824147,0.6704936854190585,0.6880658436213992,0.81940818102698,0.0049806155204665,0.0095096973543889,0.0076449585066218,0.0069243641256136,0.0080456517686251,0.0086711514524337,0.008053869532717,0.0112617307950733,0.0132910204676843,0.0080246143823105,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0013000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0014000,0.9857142857142858,0.6971256971256972,0.8217237308146399,0.8536106750392465,0.5417536534446764,0.6555518506168723,0.7368766404199475,0.6412169919632607,0.7209876543209877,0.8098346388163621,0.0042764277866421,0.0095173408428672,0.0075928942379426,0.0070030126534098,0.0080489212769379,0.0086771522736676,0.0079757148048362,0.0114919669737543,0.0128673017382357,0.0081863228553941,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0014000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0015000,0.9844155844155844,0.7254397254397255,0.8229043683589138,0.8657770800627943,0.5375782881002088,0.6582194064688229,0.7519685039370079,0.6710677382319173,0.7102880658436214,0.8198433420365535,0.0044636397668194,0.009243754026372,0.0075731450619521,0.0067533097792986,0.008054289179157,0.008661055233908,0.007822503396675,0.0112567323633259,0.0130140452574106,0.0080170682954229,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0015000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0016000,0.9883116883116884,0.728013728013728,0.8173947264856356,0.8520408163265306,0.548277661795407,0.6672224074691564,0.7490157480314961,0.6607347876004592,0.7185185185185186,0.8333333333333334,0.0038732675319774,0.0092166297167922,0.0076642602078281,0.0070339852184543,0.0080393939287771,0.0086044698333934,0.0078534634942645,0.0113438160714369,0.012901961986393,0.0077742542476713,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0016000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0017000,0.990909090909091,0.746031746031746,0.8248720975993703,0.8598901098901099,0.5561064718162839,0.6685561853951317,0.7539370078740157,0.6549942594718714,0.6979423868312757,0.8133159268929504,0.0034203866385097,0.0090156539573253,0.0075399531449691,0.006876321303122,0.0080261196745598,0.0085957877267819,0.0078015913821787,0.0113895832202238,0.0131724494722586,0.0081284597629575,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0017000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0018000,0.9896103896103896,0.7404547404547405,0.8158205430932703,0.8579277864992151,0.5600208768267223,0.6772257419139713,0.7529527559055118,0.6704936854190585,0.7152263374485597,0.8198433420365535,0.0036541501731241,0.0090799754173171,0.0076898094800035,0.0069164020138947,0.0080187263594802,0.0085374454488805,0.0078120747292086,0.0112617307950733,0.0129474284803543,0.0080170682954229,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0018000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0019000,0.9857142857142858,0.7275847275847276,0.8225108225108225,0.8630298273155416,0.5456680584551148,0.6632210736912304,0.740485564304462,0.6653272101033295,0.7152263374485597,0.8237597911227154,0.0042764277866421,0.0092211773814151,0.007579741879459,0.0068112401469038,0.0080433719331862,0.0086300513495841,0.0079402024789803,0.0113058643226578,0.0129474284803543,0.0079483646295198,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0019000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0020000,0.987012987012987,0.7434577434577434,0.8229043683589138,0.8712715855572999,0.5365344467640919,0.6648882960986996,0.7568897637795275,0.6578645235361653,0.7086419753086419,0.8298520452567449,0.004080099069444,0.009045580919437,0.0075731450619521,0.0066345928078495,0.0080555423515859,0.0086194768826458,0.0077698110446597,0.0113669307107178,0.0130358330506543,0.0078386033484469,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0020000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0021000,0.9805194805194806,0.7237237237237237,0.8414010232192051,0.8638147566718996,0.5227035490605428,0.6672224074691564,0.7608267716535433,0.6618828932261768,0.7193415637860082,0.8359442993907746,0.0049806155204665,0.0092616222727325,0.007246851732539,0.0067947834948916,0.0080688023402269,0.0086044698333934,0.0077266580835882,0.0113344401879712,0.012890462177155,0.0077251926924359,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0021000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0022000,0.9844155844155844,0.7546117546117546,0.8339236521054703,0.8642072213500785,0.5255741127348643,0.6748916305435145,0.7680446194225722,0.6687715269804823,0.739917695473251,0.8298520452567449,0.0044636397668194,0.0089128690096194,0.0073826912499646,0.0067865268430925,0.0080665609928916,0.0085534803753084,0.007645184484371,0.0112766121440351,0.0125851666360948,0.0078386033484469,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0022000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0023000,0.987012987012987,0.7511797511797512,0.8457300275482094,0.8669544740973313,0.5260960334029228,0.6828942980993664,0.7608267716535433,0.6676234213547646,0.731687242798354,0.8281114012184508,0.004080099069444,0.0089545478092508,0.0071656277598714,0.0067281950251671,0.0080661247664262,0.0084974875309721,0.0077266580835882,0.0112864383382695,0.0127114549786593,0.0078703293273425,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0023000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0024000,0.9818181818181818,0.7507507507507507,0.8351042896497441,0.8614599686028257,0.5360125260960334,0.6722240746915639,0.7673884514435696,0.6716417910447762,0.7069958847736626,0.84029590948651,0.004814917251844,0.0089597043726016,0.0073616082680447,0.0068439287484135,0.0080561556290104,0.0085715097634792,0.0076527193122606,0.0112517148984292,0.0130574136955636,0.0076418609748362,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0024000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0025000,0.9831168831168832,0.752037752037752,0.8358913813459268,0.8724489795918368,0.5347077244258872,0.6775591863954652,0.7621391076115486,0.6768082663605052,0.7185185185185186,0.8268059181897301,0.0046428379766236,0.0089441992818076,0.0073474778603352,0.0066086427641434,0.0080576500214878,0.0085351349111487,0.0077120735749643,0.0112056969721053,0.012901961986393,0.0078939305279581,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0025000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0026000,0.9831168831168832,0.7601887601887601,0.8311688311688312,0.880298273155416,0.5407098121085595,0.6822274091363788,0.7706692913385826,0.6928817451205511,0.7078189300411523,0.8446475195822454,0.0046428379766236,0.0088435035081804,0.0074313652181293,0.0064308061877264,0.0080503165694261,0.0085022636171405,0.0076147851143689,0.011052443412914,0.0130466492021732,0.0075565200535824,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0026000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0027000,0.9844155844155844,0.7524667524667524,0.8457300275482094,0.868916797488226,0.5232254697286013,0.6825608536178727,0.7719816272965879,0.6762342135476463,0.7234567901234568,0.8268059181897301,0.0044636397668194,0.0089390072767324,0.0071656277598714,0.0066859466397068,0.0080684146922495,0.008499878090378,0.0075994283010622,0.0112108868989217,0.0128321568467537,0.0078939305279581,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0027000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0028000,0.9844155844155844,0.7533247533247533,0.8453364817001181,0.8767660910518054,0.5357515657620042,0.6872290763587863,0.7687007874015748,0.664179104477612,0.7168724279835391,0.8342036553524804,0.0044636397668194,0.0089285876807082,0.0071730922497243,0.0065118932562523,0.0080564589414165,0.0084659503361195,0.007637623728003,0.0113154645014941,0.0129248014998734,0.007757977357825,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0028000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0029000,0.9896103896103896,0.7537537537537538,0.8461235733963006,0.8724489795918368,0.5360125260960334,0.6932310770256752,0.780511811023622,0.6676234213547646,0.7127572016460906,0.820278503046127,0.0036541501731241,0.0089233600482064,0.0071581469710794,0.0066086427641434,0.0080561556290104,0.0084208602442337,0.0074970056112591,0.0112864383382695,0.0129809728800158,0.0080095048107574,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0029000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0030000,0.9857142857142858,0.7404547404547405,0.8480913026367571,0.8850078492935636,0.5401878914405011,0.6972324108036012,0.7782152230971129,0.6630309988518944,0.7308641975308642,0.8246301131418625,0.0042764277866421,0.0090799754173171,0.0071204967411322,0.0063198671313738,0.0080510008808272,0.0083898702026236,0.0075250301844735,0.0113249897269427,0.0127237738758906,0.0079329020818465,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0030000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0031000,0.9896103896103896,0.752895752895753,0.8382526564344747,0.8732339089481946,0.5427974947807933,0.6948982994331444,0.7785433070866141,0.6727898966704937,0.7267489711934156,0.8359442993907746,0.0036541501731241,0.0089338034166087,0.0073047223816657,0.0065912401196775,0.0080474904094059,0.0084080387723905,0.0075210471536756,0.0112416227671506,0.0127845361857099,0.0077251926924359,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0031000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0032000,0.987012987012987,0.7563277563277563,0.8429752066115702,0.8748037676609105,0.5250521920668059,0.7045681893964655,0.7677165354330708,0.6647531572904707,0.7193415637860082,0.8385552654482158,0.004080099069444,0.0088917432461937,0.0072175397353029,0.0065561856105125,0.008066988383822,0.0083310916246453,0.0076489551345804,0.0113106737931429,0.012890462177155,0.0076754310662515,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0032000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0033000,0.9831168831168832,0.7713427713427713,0.8457300275482094,0.8834379905808477,0.543580375782881,0.6962320773591197,0.7818241469816273,0.6670493685419059,0.7275720164609053,0.8420365535248042,0.0046428379766236,0.008698513422011,0.0071656277598714,0.0063572140809481,0.0080463939012353,0.0083976880346051,0.0074808405797884,0.0112913230981824,0.0127724941515336,0.0076079694614759,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0033000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0034000,0.987012987012987,0.7524667524667524,0.8417945690672963,0.8728414442700158,0.5341858037578288,0.6835611870623541,0.77001312335958,0.6653272101033295,0.7218106995884773,0.8372497824194952,0.004080099069444,0.0089390072767324,0.0072395474884759,0.0065999517574306,0.008058232263226,0.0084926912972219,0.0076224241209426,0.0113058643226578,0.0128556408188238,0.0077004002319887,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0034000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0035000,0.9844155844155844,0.7764907764907765,0.8476977567886659,0.8881475667189953,0.5427974947807933,0.7019006335445148,0.77001312335958,0.6745120551090701,0.7292181069958847,0.8328981723237598,0.0044636397668194,0.0086286874624944,0.0071280597985143,0.0062440384896454,0.0080474904094059,0.00835276207428,0.0076224241209426,0.0112263411801237,0.012748244756942,0.0077823640435257,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0035000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0036000,0.987012987012987,0.7687687687687688,0.8488783943329398,0.8897174254317112,0.532098121085595,0.6982327442480827,0.7785433070866141,0.6785304247990815,0.7078189300411523,0.8472584856396866,0.004080099069444,0.008732728837738,0.007105320740732,0.006205542931518,0.0080604726193492,0.008382005271617,0.0075210471536756,0.011190011317429,0.0130466492021732,0.0075043226345434,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0036000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0037000,0.9896103896103896,0.7700557700557701,0.8476977567886659,0.8963893249607535,0.545929018789144,0.6922307435811937,0.7752624671916011,0.682548794489093,0.7333333333333333,0.8468233246301131,0.0036541501731241,0.0087156786848539,0.0071280597985143,0.0060374128911344,0.0080429841643199,0.0084284909816338,0.0075605728527718,0.0111527320184629,0.01268664946041,0.007513074808471,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0037000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0038000,0.9844155844155844,0.7760617760617761,0.8484848484848485,0.8818681318681318,0.5386221294363257,0.6882294098032677,0.7723097112860893,0.6865671641791045,0.7390946502057614,0.8350739773716275,0.0044636397668194,0.008634578151428,0.0071129170729245,0.0063941916423917,0.0080530005027659,0.008458550631637,0.0075955726229754,0.0111144937296718,0.0125980515915633,0.0077416236686586,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0038000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0039000,0.9883116883116884,0.7674817674817674,0.8587170405352224,0.8787284144427001,0.526356993736952,0.7005668556185395,0.7791994750656168,0.6859931113662457,0.7308641975308642,0.8333333333333334,0.0038732675319774,0.0087496645535952,0.0069098337727104,0.006467063882815,0.0080659033394211,0.0083634698551759,0.0075130606560149,0.0111200154282859,0.0127237738758906,0.0077742542476713,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0039000/all.csv
HPLT/hplt2c_eng_checkpoints,checkpoint_0040000,0.9844155844155844,0.7824967824967825,0.8453364817001181,0.8869701726844584,0.5297494780793319,0.6945648549516505,0.7834645669291339,0.664179104477612,0.7234567901234568,0.8651000870322019,0.0044636397668194,0.0085448213342379,0.0071730922497243,0.006272653934601,0.0080628236620637,0.0084106134464375,0.007460478531998,0.0113154645014941,0.0128321568467537,0.0071262983471616,multiblimp/results/HPLT/hplt2c_eng_checkpoints/checkpoint_0040000/all.csv
