model,checkpoint,eng_acc,nld_acc,spa_acc,fra_acc,rus_acc,ita_acc,por_acc,tur_acc,ara_acc,deu_acc,eng_se,nld_se,spa_se,fra_se,rus_se,ita_se,por_se,tur_se,ara_se,deu_se,source_path
HPLT/hplt2c_rus_checkpoints,checkpoint_0014000,0.7935064935064935,0.631917631917632,0.7296340023612751,0.750392464678179,0.98982254697286,0.5841947315771924,0.65748031496063,0.6406429391504018,0.6781893004115226,0.7510879025239339,0.0145875742475557,0.0099892206679758,0.0088110209903942,0.0085738003502526,0.0016213824738694,0.0089998563801412,0.0085956092374361,0.0114960074851333,0.0134025540597364,0.0090197265971749,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0014000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0015000,0.8389610389610389,0.6430716430716431,0.7241243604879969,0.7335164835164835,0.9900835073068892,0.5655218406135378,0.6496062992125984,0.6601607347876005,0.6872427983539094,0.7502175805047868,0.0132461910264679,0.0099231388729429,0.0088666777118904,0.0087587151468009,0.001600671494806,0.0090514974453331,0.0086416321858737,0.0113484761044048,0.0133005812077776,0.009030245147165,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0015000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0016000,0.8337662337662337,0.6340626340626341,0.7280598189689099,0.7311616954474097,0.9895615866388308,0.5925308436145382,0.6473097112860893,0.6486796785304249,0.7045267489711934,0.747171453437772,0.0134164127629306,0.0099769620974195,0.0088270968228684,0.0087831960689706,0.0016418213897698,0.0089725237839944,0.0086545667280118,0.0114378054925126,0.0130893984983882,0.0090666776882034,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0016000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0017000,0.8116883116883117,0.6602316602316602,0.7378984651711924,0.7539246467817896,0.9903444676409184,0.5818606202067356,0.6420603674540682,0.6389207807118255,0.6979423868312757,0.7532637075718016,0.0140892515150983,0.0098099883229469,0.0087243032526879,0.0085329326415347,0.0015796777516461,0.00900703364996,0.0086833107641257,0.0115080218785948,0.0131724494722586,0.0089932160494261,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0017000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0018000,0.8493506493506493,0.6374946374946375,0.7312081857536403,0.7570643642072213,0.9906054279749478,0.5781927309103034,0.6610892388451444,0.6601607347876005,0.7168724279835391,0.7397737162750218,0.01289085671129,0.0099569046655667,0.0087948048875928,0.008495956944417,0.0015583898167196,0.0090178936794058,0.0085736399625506,0.0113484761044048,0.0129248014998734,0.0091527166180236,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0018000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0019000,0.8,0.6426426426426426,0.7339630066902794,0.7519623233908949,0.9900835073068892,0.5761920640213405,0.6476377952755905,0.6440872560275546,0.6962962962962963,0.7262837249782419,0.0144149994031289,0.009925788046283,0.0087660868370021,0.0085557316800281,0.001600671494806,0.0090236022884143,0.0086527323640701,0.0114714957142056,0.0131927079265974,0.0093009745179912,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0019000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0020000,0.8480519480519481,0.646074646074646,0.7485242030696576,0.7759026687598116,0.9906054279749478,0.5961987329109704,0.6650262467191601,0.664179104477612,0.7144032921810699,0.7558746736292428,0.0129363999416748,0.0099043516164006,0.0086069382628644,0.0082608027691372,0.0015583898167196,0.0089596517630623,0.0085490390607828,0.0113154645014941,0.0129586626190362,0.0089609964097662,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0020000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0021000,0.8285714285714286,0.6267696267696268,0.7426210153482881,0.7755102040816326,0.9887787056367432,0.606535511837279,0.6673228346456693,0.6314580941446614,0.6839506172839506,0.7676240208877284,0.0135819215368024,0.0100177761722573,0.0086729696507321,0.0082659419125284,0.0017016031459179,0.0089205710075956,0.0085343806196506,0.0115582379378191,0.0133383376534981,0.0088103849101232,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0021000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0022000,0.8415584415584415,0.6756756756756757,0.7260920897284534,0.7755102040816326,0.988517745302714,0.6058686228742914,0.6640419947506562,0.6567164179104478,0.6888888888888889,0.7663185378590078,0.0131592558408875,0.0096958919369483,0.0088469955225801,0.0082659419125284,0.0017210483560099,0.008923218001562,0.0085552516441631,0.0113760470142357,0.0132814108667946,0.0088275824849974,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0022000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0023000,0.8558441558441559,0.6602316602316602,0.7323888232979142,0.7810047095761381,0.9872129436325678,0.616538846282094,0.67749343832021,0.6544202066590127,0.7176954732510288,0.7663185378590078,0.012658087951442,0.0098099883229469,0.0087825502909367,0.0081930291903534,0.0018150055611703,0.0088787673659725,0.0084667033374635,0.0113940585100942,0.0129134083799934,0.0088275824849974,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0023000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0024000,0.8,0.667953667953668,0.7316017316017316,0.7539246467817896,0.9903444676409184,0.6042014004668222,0.6482939632545932,0.6475315729047072,0.6905349794238683,0.7580504786771105,0.0144149994031289,0.0097544183175752,0.008790728853833,0.0085329326415347,0.0015796777516461,0.0089297593984695,0.0086490502198484,0.0114463365056615,0.0132620446572348,0.0089338042963577,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0024000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0025000,0.8519480519480519,0.6602316602316602,0.7587563951200315,0.7653061224489796,0.9900835073068892,0.5701900633544514,0.655511811023622,0.6084959816303099,0.6921810699588478,0.7567449956483899,0.012798770676051,0.0098099883229469,0.0084874407291972,0.0083959290938954,0.001600671494806,0.0090398206723379,0.0086073596018181,0.0116942640018683,0.0132424817197657,0.00895015709927,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0025000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0026000,0.8402597402597403,0.6786786786786787,0.738685556867375,0.7849293563579278,0.9903444676409184,0.5775258419473158,0.6706036745406824,0.6274397244546498,0.7119341563786008,0.7841601392515231,0.0132028779408114,0.0096723218221815,0.0087158385807475,0.0081396576971991,0.0015796777516461,0.0090198133917131,0.0085130436092996,0.0115840441311903,0.0129920492736632,0.0085820925766475,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0026000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0027000,0.8493506493506493,0.6452166452166452,0.7481306572215664,0.7774725274725275,0.98982254697286,0.5975325108369457,0.6804461942257218,0.648105625717566,0.691358024691358,0.7693646649260226,0.01289085671129,0.0099097628749036,0.0086114056540362,0.0082401407835458,0.0016213824738694,0.0089548422381292,0.008446200962094,0.0114420800606413,0.0132522878337351,0.0087872711686074,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0027000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0028000,0.8233766233766234,0.6302016302016302,0.7465564738292011,0.7778649921507065,0.98982254697286,0.6058686228742914,0.6696194225721784,0.6745120551090701,0.6732510288065844,0.7480417754569191,0.0137428876270332,0.0099988745718665,0.0086291814567947,0.0082349488349593,0.0016213824738694,0.008923218001562,0.0085194938477592,0.0112263411801237,0.0134557369476552,0.0090563288418835,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0028000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0029000,0.8545454545454545,0.6623766623766624,0.743801652892562,0.7861067503924647,0.9900835073068892,0.5821940646882294,0.6856955380577427,0.6555683122847302,0.6806584362139918,0.7741514360313316,0.0127053276820393,0.0097948458135448,0.0086599303440782,0.0081234327646757,0.001600671494806,0.0090060210256757,0.0084087889736334,0.0113850895554887,0.0133753206007409,0.0087226132423895,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0029000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0030000,0.8363636363636363,0.6314886314886314,0.7544273907910272,0.7868916797488226,0.9911273486430062,0.6068689563187729,0.6715879265091863,0.6377726750861079,0.6987654320987654,0.7780678851174935,0.0133319021807146,0.0099916468713918,0.0085387904109724,0.0081125608581844,0.0015148815912865,0.0089192409810666,0.0085065511167373,0.0115159423764289,0.0131622450147872,0.0086684971103663,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0030000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0031000,0.8454545454545455,0.6567996567996568,0.7406532861078315,0.7759026687598116,0.9895615866388308,0.6068689563187729,0.6843832020997376,0.6360505166475315,0.6995884773662552,0.7663185378590078,0.0130265043015351,0.0098337503484096,0.0086945181670534,0.0082608027691372,0.0016418213897698,0.0089192409810666,0.0084182582390507,0.0115276898437758,0.0131519902483186,0.0088275824849974,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0031000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0032000,0.8571428571428571,0.6452166452166452,0.7426210153482881,0.793563579277865,0.990866388308977,0.6118706235411804,0.6742125984251969,0.6521239954075775,0.7193415637860082,0.7841601392515231,0.0126104975643535,0.0099097628749036,0.0086729696507321,0.0080183371309757,0.0015367954645017,0.0088987667991891,0.0084890304883343,0.0114117763519543,0.012890462177155,0.0085820925766475,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0032000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0033000,0.8571428571428571,0.6761046761046761,0.7579693034238488,0.782967032967033,0.9906054279749478,0.6072024008002668,0.6742125984251969,0.6314580941446614,0.6724279835390946,0.7802436901653612,0.0126104975643535,0.0096925527244257,0.008496864678389,0.0081664795744342,0.0015583898167196,0.0089179065989122,0.0084890304883343,0.0115582379378191,0.0134644354126564,0.0086379522170555,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0033000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0034000,0.8402597402597403,0.640926640926641,0.7426210153482881,0.7782574568288854,0.9893006263048016,0.5941980660220073,0.6735564304461942,0.621699196326062,0.7045267489711934,0.7806788511749347,0.0132028779408114,0.0099362982169071,0.0086729696507321,0.0082297462655073,0.0016619982798692,0.0089667371756823,0.0084934389810794,0.0116194269411957,0.0130893984983882,0.0086318016282011,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0034000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0035000,0.8597402597402597,0.6756756756756757,0.7524596615505706,0.782967032967033,0.9903444676409184,0.6022007335778593,0.6676509186351706,0.6360505166475315,0.7102880658436214,0.7811140121845083,0.0125142487891146,0.0096958919369483,0.0085617446116356,0.0081664795744342,0.0015796777516461,0.0089374658666437,0.0085322679450628,0.0115276898437758,0.0130140452574106,0.0086256371002075,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0035000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0036000,0.8402597402597403,0.6739596739596739,0.7548209366391184,0.7880690737833596,0.9900835073068892,0.5898632877625876,0.675524934383202,0.6509758897818599,0.7226337448559671,0.7798085291557877,0.0132028779408114,0.0097091559841876,0.0085341707359116,0.0080961696258003,0.001600671494806,0.008981559959751,0.0084801566549781,0.0114205255806221,0.0128439259042904,0.0086440888965253,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0036000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0037000,0.8597402597402597,0.6473616473616474,0.743801652892562,0.7939560439560439,0.988517745302714,0.6018672890963654,0.6794619422572179,0.6486796785304249,0.7168724279835391,0.7667536988685814,0.0125142487891146,0.0098961693442781,0.0086599303440782,0.0080126921546894,0.0017210483560099,0.0089387351155448,0.0084530782121223,0.0114378054925126,0.0129248014998734,0.0088218630260139,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0037000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0038000,0.8545454545454545,0.6546546546546547,0.7540338449429359,0.7986656200941915,0.9893006263048016,0.6172057352450817,0.6640419947506562,0.6469575200918485,0.679835390946502,0.7706701479547432,0.0127053276820393,0.0098483119519399,0.008543400453677,0.0079440460652043,0.0016619982798692,0.008875839794215,0.0085552516441631,0.0114505748477835,0.0133844462327471,0.0087697972236942,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0038000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0039000,0.8714285714285714,0.6593736593736593,0.751672569854388,0.804552590266876,0.9916492693110648,0.5971990663554518,0.6843832020997376,0.6452353616532721,0.6872427983539094,0.7684943429068756,0.0120626511874802,0.0098159824825072,0.0085708592985568,0.0078558370483778,0.0014700379173933,0.0089560510708386,0.0084182582390507,0.0114631814571297,0.0133005812077776,0.0087988543597916,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0039000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0040000,0.8467532467532467,0.6507936507936508,0.7571822117276663,0.8131868131868132,0.9895615866388308,0.5848616205401801,0.6889763779527559,0.6320321469575201,0.6921810699588478,0.7689295039164491,0.0129816146648481,0.009873964979624,0.008506249524924,0.0077214562737984,0.0016418213897698,0.0089977675968546,0.0083847742074035,0.0115544811454533,0.0132424817197657,0.008793069357286,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0040000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0041000,0.8454545454545455,0.6477906477906478,0.7560015741833923,0.8104395604395604,0.9900835073068892,0.6058686228742914,0.7014435695538058,0.6607347876004592,0.6888888888888889,0.7763272410791993,0.0130265043015351,0.0098934244555886,0.0085202537597485,0.0077648748048835,0.001600671494806,0.008923218001562,0.0082889992930385,0.0113438160714369,0.0132814108667946,0.0086926851154236,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0041000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0042000,0.8701298701298701,0.6606606606606606,0.7713498622589532,0.8061224489795918,0.990866388308977,0.6108702900966989,0.6906167979002624,0.6458094144661309,0.7193415637860082,0.77763272410792,0.0121143833819231,0.009806977793113,0.0083312296184153,0.0078318535629724,0.0015367954645017,0.0089029403592467,0.00837258282504,0.0114589973035957,0.012890462177155,0.0086745646839613,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0042000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0043000,0.8623376623376623,0.6799656799656799,0.7693821330184967,0.8057299843014128,0.9913883089770354,0.6248749583194398,0.6916010498687664,0.6475315729047072,0.7152263374485597,0.803307223672759,0.0124165483655429,0.0096620801712979,0.0083563224751736,0.0078378678834753,0.0014926341241484,0.0088408975082372,0.0083652088080312,0.0114463365056615,0.0129474284803543,0.0082920140486754,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0043000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0044000,0.8831168831168831,0.6683826683826684,0.7764659582841401,0.8135792778649922,0.9924321503131524,0.6215405135045015,0.6968503937007874,0.6239954075774972,0.7061728395061728,0.8006962576153177,0.0115781620387628,0.0097512448905138,0.0082647688733397,0.0077152023390526,0.0013999867038181,0.0088563788503617,0.008325125666054,0.0116054823662245,0.0130681266584812,0.0083332922711645,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0044000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0045000,0.8636363636363636,0.6688116688116688,0.7835497835497836,0.8139717425431711,0.9921711899791232,0.6215405135045015,0.7001312335958005,0.6417910447761194,0.7012345679012346,0.8015665796344648,0.0123671430543352,0.0097480623309273,0.0081697727650296,0.0077089354891161,0.0014237326117364,0.0088563788503617,0.0082994222623181,0.0114879085742626,0.0131313293163521,0.0083195952393564,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0045000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0046000,0.8688311688311688,0.6833976833976834,0.7882723337268792,0.826138147566719,0.9916492693110648,0.6302100700233411,0.6942257217847769,0.6452353616532721,0.7300411522633745,0.8072236727589208,0.0121657155536898,0.0096343553034208,0.0081044699238154,0.0075080780333064,0.0014700379173933,0.0088151960716764,0.0083453267172381,0.0114631814571297,0.0127360370817458,0.0082290326139685,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0046000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0047000,0.874025974025974,0.670956670956671,0.7784336875245966,0.8312401883830455,0.9916492693110648,0.632544181393798,0.6958661417322834,0.6394948335246843,0.7267489711934156,0.8067885117493473,0.0119579659236454,0.0097320122306352,0.008238731386858,0.0074199003069539,0.0014700379173933,0.0088035891006585,0.0083327385848704,0.011504034918863,0.0127845361857099,0.0082360943561308,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0047000/all.csv
HPLT/hplt2c_rus_checkpoints,checkpoint_0047684,,,,,,,,,,,,,,,,,,,,,multiblimp/results/HPLT/hplt2c_rus_checkpoints/checkpoint_0047684/all.csv
HPLT/hplt2c_rus_checkpoints,main,0.8662337662337662,0.6752466752466753,0.7792207792207793,0.8304552590266876,0.9916492693110648,0.6342114038012671,0.6942257217847769,0.6366245694603904,0.7300411522633745,0.8063533507397738,0.0122671998768456,0.0096992218596407,0.0082282414691519,0.0074336236460311,0.0014700379173933,0.0087951625714433,0.0083453267172381,0.0115237917676778,0.0127360370817458,0.0082431400519342,multiblimp/results/HPLT/hplt2c_rus_checkpoints/main/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0001000,0.6688311688311688,0.558987558987559,0.8823297914207006,0.6381475667189953,0.5438413361169102,0.5688562854284761,0.6151574803149606,0.6722158438576349,0.6312757201646091,0.6993037423846823,0.0169604596096409,0.0102838410372738,0.006392141802016,0.0095197730646874,0.0080460239478505,0.0090432404250242,0.0088130695629033,0.0112466783749095,0.0138411530864134,0.009565813855712,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0001000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0002000,0.7532467532467533,0.5671385671385671,0.9449035812672176,0.6801412872841445,0.5529749478079332,0.5875291763921308,0.6961942257217848,0.6836969001148105,0.6650205761316872,0.7058311575282855,0.0155365543811661,0.0102623754759147,0.0045264017736792,0.0092401484858558,0.0080316709814239,0.0089892426407599,0.0083302059576613,0.0111419050763464,0.0135406174356114,0.0095054730831113,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0002000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0003000,0.7558441558441559,0.586014586014586,0.9630066902794177,0.6911302982731554,0.5461899791231732,0.6022007335778593,0.7526246719160105,0.687715269804822,0.6707818930041153,0.7058311575282855,0.0154811895881887,0.0102017715967389,0.0037443282442894,0.0091530937088773,0.0080425941670882,0.0089374658666437,0.0078155570163717,0.0111033909830073,0.0134816914418509,0.0095054730831113,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0003000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0004000,0.7662337662337663,0.5817245817245817,0.9669421487603306,0.7339089481946625,0.5576722338204593,0.6082027342447482,0.7673884514435696,0.687715269804822,0.6469135802469136,0.7132288946910357,0.0152519780159388,0.0102168905823223,0.0035467879450162,0.0087546041700154,0.0080232229714252,0.0089138772991043,0.0076527193122606,0.0111033909830073,0.0137112011504046,0.0094342449393498,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0004000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0005000,0.8090909090909091,0.564993564993565,0.9771743408107044,0.750392464678179,0.5401878914405011,0.6132044014671557,0.7995406824146981,0.6842709529276694,0.6592592592592592,0.72236727589208,0.0141633700735637,0.0102682977800842,0.0029627524026216,0.0085738003502526,0.0080510008808272,0.0088931406420705,0.0072514678480266,0.0111364621780598,0.0135972790893583,0.0093419888983181,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0005000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0006000,0.8168831168831169,0.5345345345345346,0.9763872491145218,0.7774725274725275,0.5594989561586639,0.6398799599866623,0.8169291338582677,0.6791044776119403,0.6403292181069958,0.7432550043516101,0.0139379464396237,0.0103314310102749,0.0030121875541069,0.0082401407835458,0.0080197413362412,0.008765660910723,0.0070047772438651,0.011184744050848,0.0137678491868137,0.0091126544550715,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0006000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0007000,0.8363636363636363,0.5937365937365937,0.9822904368358912,0.7696232339089482,0.5469728601252609,0.6395465155051684,0.833005249343832,0.669345579793341,0.6699588477366255,0.7354221061792864,0.0133319021807146,0.0101725451071687,0.0026165048844909,0.0083417796171274,0.0080414108019496,0.0087674328795009,0.0067556602084609,0.0112716706603071,0.0134902491862771,0.0092017431258671,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0007000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0008000,0.8337662337662337,0.6203346203346203,0.9799291617473436,0.8080847723704867,0.5537578288100209,0.6625541847282428,0.8356299212598425,0.6785304247990815,0.654320987654321,0.7445604873803308,0.0134164127629306,0.0100517660385072,0.0027821322082107,0.0078015961875979,0.0080303133906982,0.008634247453338,0.0067129110321793,0.011190011317429,0.0136440654058039,0.0090974362060523,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0008000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0009000,0.8675324675324675,0.592020592020592,0.9811097992916176,0.7955259026687598,0.5367954070981211,0.6828942980993664,0.8556430446194225,0.6618828932261768,0.674074074074074,0.7550043516100957,0.0122166527452509,0.0101792643144666,0.0027006901493496,0.0079899967102664,0.0080552323860609,0.0084974875309721,0.0063658688610622,0.0113344401879712,0.0134469913943558,0.0089717858855187,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0009000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0010000,0.8441558441558441,0.6546546546546547,0.9799291617473436,0.8167189952904239,0.5407098121085595,0.6792264088029343,0.8585958005249343,0.6745120551090701,0.691358024691358,0.7506527415143603,0.013071072201044,0.0098483119519399,0.0027821322082107,0.0076647032449337,0.0080503165694261,0.0085235075833275,0.0063112887821084,0.0112263411801237,0.0132522878337351,0.0090249919699217,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0010000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0011000,0.8662337662337662,0.6048906048906049,0.9815033451397088,0.8155416012558869,0.5383611691022965,0.7045681893964655,0.8727034120734908,0.661308840413318,0.6872427983539094,0.7602262837249782,0.0122671998768456,0.0101257211003298,0.0026729458210312,0.0076837383044701,0.0080533260012842,0.0083310916246453,0.0060371815634378,0.0113391374403027,0.0133005812077776,0.0089062978582516,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0011000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0012000,0.8532467532467533,0.6383526383526383,0.9838646202282566,0.8335949764521193,0.5542797494780793,0.7222407469156386,0.8681102362204725,0.653272101033295,0.6962962962962963,0.7580504786771105,0.0127522206530953,0.0099518046553942,0.0024995103252326,0.0073783805195856,0.0080293971361939,0.0081787517872263,0.0061289418723229,0.0114029540516902,0.0131927079265974,0.0089338042963577,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0012000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0013000,0.8857142857142857,0.6267696267696268,0.983077528532074,0.8135792778649922,0.537839248434238,0.7125708569523175,0.8789370078740157,0.6509758897818599,0.6551440329218107,0.7628372497824195,0.0114656171381367,0.0100177761722573,0.0025587240267673,0.0077152023390526,0.0080539703392134,0.0082640168753755,0.0059084980411433,0.0114205255806221,0.013636381048723,0.0088728711055991,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0013000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0014000,0.8701298701298701,0.6456456456456456,0.9826839826839828,0.8461538461538461,0.5328810020876826,0.737245748582861,0.8759842519685039,0.669345579793341,0.6609053497942387,0.778503046127067,0.0121143833819231,0.0099070615998329,0.0025877875066524,0.0071477322592086,0.0080596490962526,0.0080369780347941,0.0059700653711102,0.0112716706603071,0.01358131942679,0.0086624157739057,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0014000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0015000,0.8844155844155844,0.625053625053625,0.9815033451397088,0.858712715855573,0.5555845511482255,0.7279093031010336,0.8822178477690289,0.648105625717566,0.6617283950617284,0.7806788511749347,0.0115221220571235,0.010027024634485,0.0026729458210312,0.0069004239478978,0.0080270672984466,0.0081265694010496,0.0058387540481044,0.0114420800606413,0.0135732709447848,0.0086318016282011,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0015000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0016000,0.861038961038961,0.640926640926641,0.984258166076348,0.8516483516483516,0.5678496868475992,0.7235745248416139,0.8818897637795275,0.653272101033295,0.7135802469135802,0.7789382071366405,0.012465582154758,0.0099362982169071,0.0024693340440616,0.0070416856119158,0.0080024203670757,0.008166621609747,0.0058457930764824,0.0114029540516902,0.0129698440401807,0.0086563206455728,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0016000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0017000,0.8857142857142857,0.6490776490776491,0.9854388036206218,0.8649921507064364,0.5427974947807933,0.727242414138046,0.8904199475065617,0.6555683122847302,0.6888888888888889,0.7850304612706701,0.0114656171381367,0.0098851372937329,0.002376353396721,0.0067699565424464,0.0080474904094059,0.0081327942627207,0.0056579057813848,0.0113850895554887,0.0132814108667946,0.0085695241011,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0017000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0018000,0.8558441558441559,0.5907335907335908,0.9818968909878,0.858712715855573,0.5668058455114823,0.7492497499166388,0.890748031496063,0.6607347876004592,0.7078189300411523,0.783289817232376,0.012658087951442,0.0101842194091263,0.002644887433917,0.0069004239478978,0.0080047118660075,0.0079149059354793,0.0056504702113686,0.0113438160714369,0.0130466492021732,0.0085946043209961,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0018000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0019000,0.8584415584415584,0.5954525954525954,0.983077528532074,0.8528257456828885,0.5668058455114823,0.7402467489163055,0.8871391076115486,0.6561423650975889,0.7053497942386832,0.7876414273281114,0.0125625525356263,0.0101656971924489,0.0025587240267673,0.007018533247171,0.0080047118660075,0.0080071970718034,0.0057313921024762,0.0113805774941226,0.0130787882175533,0.0085314757743317,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0019000/all.csv
HPLT/hplt2c_spa_checkpoints,checkpoint_0020000,0.8779220779220779,0.6482196482196482,0.9834710743801652,0.8532182103610675,0.5472338204592901,0.735245081693898,0.8973097112860893,0.6681974741676234,0.7004115226337448,0.7954743255004352,0.0117978042761794,0.0098906708224768,0.0025293025139899,0.0070107815565375,0.0080410118879955,0.0080565637786579,0.0054982994662226,0.0112815346950985,0.0131416850550807,0.0084141836759214,multiblimp/results/HPLT/hplt2c_spa_checkpoints/checkpoint_0020000/all.csv
